cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
flat,scaly,gray,no,none,free,close,broad,white,tapering,equal,smooth,silky,red,white,universal,white,other,none,black,solitary,woods
bell,smooth,brown,no,none,free,close,broad,orange,tapering,bulbous,smooth,smooth,white,red,partial,white,one,pendant,purple,abundant,woods
flat,smooth,brown,bruises,foul,attached,crowded,broad,white,enlarging,equal,smooth,fibrous,orange,orange,partial,white,one,evanescent,green,several,leaves
flat,scaly,brown,no,none,notched,close,narrow,purple,tapering,equal,smooth,smooth,brown,brown,partial,yellow,one,pendant,black,scattered,woods
conical,scaly,buff,bruises,anise,descending,crowded,broad,brown,tapering,club,scaly,scaly,gray,buff,partial,orange,one,pendant,brown,solitary,woods
convex,smooth,red,no,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,other,pendant,chocolate,several,meadows
sunken,scaly,red,bruises,none,free,close,broad,yellow,tapering,rooted,silky,silky,pink,yellow,universal,white,one,pendant,yellow,solitary,paths
conical,fibrous,red,bruises,none,attached,close,broad,brown,enlarging,bulbous,smooth,smooth,white,white,partial,brown,one,cobwebby,white,clustered,woods
convex,fibrous,cinnamon,bruises,none,attached,distant,broad,purple,tapering,cup,fibrous,smooth,pink,pink,partial,brown,two,cobwebby,orange,numerous,paths
bell,smooth,white,no,none,free,close,broad,brown,enlarging,equal,scaly,smooth,brown,brown,partial,orange,one,evanescent,black,scattered,grasses
bell,scaly,white,bruises,none,descending,close,broad,pink,enlarging,bulbous,smooth,smooth,red,pink,partial,orange,one,pendant,purple,abundant,waste
sunken,fibrous,buff,no,none,free,distant,broad,green,tapering,equal,silky,silky,pink,pink,universal,white,two,evanescent,orange,solitary,waste
conical,smooth,brown,no,none,free,close,narrow,pink,tapering,club,smooth,smooth,white,white,partial,yellow,one,sheathing,brown,solitary,grasses
bell,fibrous,cinnamon,bruises,none,attached,close,broad,black,enlarging,bulbous,fibrous,smooth,pink,pink,partial,brown,other,pendant,black,abundant,urban
convex,grooves,red,bruises,creosote,descending,distant,broad,pink,enlarging,cup,smooth,smooth,cinnamon,cinnamon,partial,orange,two,pendant,buff,several,meadows
convex,scaly,brown,bruises,musty,free,close,narrow,buff,tapering,cup,smooth,smooth,gray,pink,partial,white,two,sheathing,black,numerous,leaves
convex,grooves,gray,bruises,none,descending,distant,broad,purple,enlarging,cup,smooth,smooth,yellow,buff,partial,white,one,large,brown,clustered,woods
convex,grooves,white,bruises,none,free,distant,broad,buff,tapering,bulbous,smooth,smooth,pink,yellow,partial,orange,two,pendant,black,solitary,urban
bell,scaly,gray,bruises,almond,attached,close,broad,white,tapering,bulbous,smooth,fibrous,pink,gray,partial,brown,other,evanescent,black,abundant,woods
conical,scaly,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,silky,silky,orange,orange,universal,white,one,pendant,green,clustered,woods
flat,scaly,yellow,bruises,none,free,distant,broad,pink,enlarging,rooted,fibrous,smooth,gray,cinnamon,partial,brown,one,pendant,brown,several,woods
flat,fibrous,buff,bruises,none,free,close,narrow,pink,tapering,equal,smooth,silky,white,white,universal,white,one,pendant,purple,scattered,waste
bell,scaly,red,no,almond,notched,close,narrow,orange,tapering,bulbous,smooth,smooth,brown,brown,partial,white,one,pendant,black,solitary,woods
conical,fibrous,gray,bruises,foul,free,crowded,narrow,white,tapering,bulbous,silky,silky,orange,orange,partial,white,one,pendant,green,clustered,paths
sunken,smooth,brown,bruises,spicy,notched,distant,narrow,white,tapering,rooted,smooth,smooth,pink,pink,partial,white,two,pendant,yellow,solitary,woods
knobbed,grooves,white,bruises,none,free,close,broad,gray,enlarging,rhizomorphs,scaly,scaly,white,white,partial,white,one,flaring,black,several,woods
flat,smooth,brown,no,foul,free,close,narrow,white,tapering,rhizomorphs,smooth,smooth,pink,buff,partial,yellow,one,zone,brown,several,leaves
convex,scaly,gray,bruises,musty,notched,distant,narrow,purple,tapering,bulbous,smooth,smooth,pink,pink,universal,yellow,two,sheathing,brown,several,woods
bell,fibrous,red,bruises,almond,attached,close,broad,white,enlarging,bulbous,fibrous,fibrous,white,gray,partial,brown,other,evanescent,black,solitary,grasses
knobbed,smooth,brown,no,none,free,crowded,broad,gray,tapering,bulbous,smooth,smooth,orange,orange,universal,yellow,one,pendant,black,several,grasses
knobbed,scaly,cinnamon,bruises,anise,attached,crowded,broad,gray,enlarging,bulbous,smooth,smooth,buff,buff,partial,white,one,evanescent,black,several,woods
flat,scaly,brown,bruises,spicy,free,distant,narrow,white,tapering,cup,smooth,silky,yellow,yellow,partial,white,two,pendant,black,numerous,urban
bell,smooth,cinnamon,no,almond,free,close,narrow,pink,tapering,bulbous,smooth,smooth,white,white,universal,yellow,other,pendant,black,abundant,leaves
knobbed,scaly,green,bruises,pungent,free,close,broad,brown,tapering,rhizomorphs,silky,silky,pink,white,partial,white,one,pendant,brown,several,woods
conical,grooves,gray,bruises,none,descending,crowded,broad,pink,enlarging,club,scaly,smooth,gray,pink,partial,white,one,pendant,black,solitary,woods
convex,scaly,yellow,bruises,none,notched,close,broad,chocolate,tapering,bulbous,smooth,smooth,gray,pink,universal,white,other,sheathing,chocolate,scattered,woods
conical,smooth,yellow,no,pungent,notched,crowded,narrow,pink,tapering,bulbous,smooth,smooth,cinnamon,gray,universal,yellow,one,zone,black,solitary,meadows
convex,scaly,gray,bruises,spicy,free,distant,narrow,buff,tapering,bulbous,silky,smooth,white,yellow,universal,white,two,pendant,yellow,numerous,woods
convex,fibrous,white,bruises,none,free,crowded,narrow,gray,tapering,bulbous,silky,smooth,white,buff,partial,white,one,pendant,brown,solitary,woods
convex,fibrous,brown,bruises,pungent,free,close,broad,gray,tapering,rhizomorphs,smooth,smooth,pink,pink,partial,brown,one,pendant,white,several,urban
bell,fibrous,brown,bruises,none,free,close,broad,black,tapering,bulbous,smooth,silky,gray,white,partial,white,one,pendant,purple,abundant,woods
flat,scaly,pink,no,anise,free,crowded,broad,purple,tapering,bulbous,silky,silky,buff,pink,partial,white,one,pendant,brown,clustered,woods
knobbed,grooves,brown,bruises,anise,free,close,broad,white,tapering,bulbous,smooth,scaly,buff,buff,partial,white,one,pendant,black,several,woods
conical,scaly,gray,no,anise,free,close,broad,brown,tapering,club,smooth,smooth,buff,buff,universal,yellow,one,pendant,black,clustered,woods
bell,grooves,cinnamon,bruises,none,free,close,broad,black,tapering,bulbous,smooth,scaly,red,red,partial,orange,one,large,purple,abundant,waste
convex,grooves,brown,bruises,spicy,free,distant,broad,white,enlarging,cup,smooth,scaly,yellow,yellow,partial,orange,two,large,black,several,leaves
flat,grooves,buff,bruises,pungent,free,crowded,broad,brown,enlarging,bulbous,smooth,scaly,white,pink,partial,orange,one,flaring,white,clustered,woods
conical,grooves,red,bruises,anise,free,close,broad,pink,tapering,bulbous,scaly,smooth,white,gray,partial,orange,one,large,brown,clustered,woods
convex,scaly,green,no,creosote,free,close,broad,purple,tapering,cup,silky,silky,pink,gray,partial,white,two,pendant,brown,solitary,waste
convex,fibrous,cinnamon,bruises,none,descending,close,broad,purple,tapering,bulbous,scaly,scaly,yellow,gray,partial,orange,two,large,yellow,numerous,paths
convex,fibrous,gray,bruises,musty,free,close,broad,buff,enlarging,bulbous,smooth,scaly,white,pink,partial,orange,one,flaring,orange,several,waste
flat,grooves,red,bruises,none,descending,distant,broad,yellow,tapering,bulbous,scaly,scaly,cinnamon,pink,partial,orange,one,large,brown,several,woods
bell,smooth,white,bruises,fishy,notched,close,narrow,black,tapering,bulbous,smooth,smooth,gray,gray,universal,yellow,other,pendant,chocolate,abundant,woods
convex,scaly,buff,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,orange,pink,partial,white,one,pendant,green,clustered,woods
convex,scaly,gray,bruises,anise,free,close,broad,purple,tapering,rhizomorphs,smooth,smooth,buff,white,partial,brown,one,pendant,brown,several,woods
bell,fibrous,green,bruises,none,attached,close,broad,orange,enlarging,bulbous,fibrous,fibrous,red,red,partial,brown,other,pendant,purple,solitary,woods
convex,fibrous,gray,bruises,none,free,close,narrow,purple,tapering,rooted,silky,silky,pink,yellow,partial,white,two,none,brown,several,woods
flat,fibrous,brown,bruises,musty,attached,distant,broad,purple,enlarging,cup,fibrous,smooth,white,white,partial,brown,two,pendant,orange,several,woods
convex,scaly,pink,bruises,none,attached,close,broad,red,enlarging,bulbous,smooth,smooth,brown,brown,partial,white,other,pendant,black,scattered,woods
flat,grooves,gray,bruises,none,free,close,broad,purple,enlarging,bulbous,scaly,smooth,gray,gray,partial,orange,one,pendant,black,several,grasses
flat,fibrous,white,no,none,attached,close,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,one,cobwebby,brown,scattered,grasses
conical,scaly,yellow,bruises,none,free,crowded,narrow,white,tapering,bulbous,silky,smooth,buff,gray,universal,white,one,pendant,brown,clustered,leaves
flat,fibrous,gray,no,none,attached,close,broad,red,enlarging,equal,fibrous,fibrous,red,red,partial,white,other,evanescent,purple,scattered,grasses
conical,grooves,pink,bruises,none,descending,close,broad,purple,enlarging,club,smooth,scaly,gray,white,partial,white,one,pendant,brown,clustered,woods
convex,fibrous,red,bruises,none,attached,close,broad,purple,tapering,bulbous,smooth,fibrous,white,cinnamon,partial,white,one,evanescent,buff,numerous,woods
sunken,scaly,red,bruises,pungent,free,close,broad,green,enlarging,rooted,smooth,scaly,white,cinnamon,partial,orange,two,pendant,buff,scattered,urban
convex,scaly,purple,bruises,creosote,free,distant,broad,purple,tapering,bulbous,smooth,silky,cinnamon,gray,universal,white,one,pendant,buff,several,paths
flat,fibrous,brown,bruises,almond,free,close,broad,orange,tapering,bulbous,smooth,fibrous,white,white,partial,brown,other,pendant,black,abundant,woods
knobbed,fibrous,gray,bruises,none,free,close,broad,white,tapering,bulbous,fibrous,fibrous,gray,gray,partial,white,one,evanescent,brown,several,woods
flat,grooves,red,bruises,none,free,close,broad,brown,tapering,equal,smooth,scaly,pink,red,partial,orange,other,large,purple,several,grasses
flat,grooves,gray,bruises,musty,descending,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,orange,one,large,black,several,urban
flat,fibrous,gray,bruises,almond,attached,close,broad,pink,enlarging,bulbous,fibrous,fibrous,brown,gray,partial,white,other,cobwebby,black,scattered,urban
conical,fibrous,red,bruises,none,attached,close,broad,pink,enlarging,club,smooth,fibrous,orange,orange,partial,brown,one,pendant,green,clustered,woods
knobbed,scaly,brown,bruises,pungent,attached,close,broad,brown,tapering,bulbous,fibrous,fibrous,white,gray,partial,brown,one,cobwebby,white,several,woods
bell,scaly,white,bruises,fishy,notched,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,other,pendant,brown,abundant,urban
flat,scaly,brown,no,anise,free,close,broad,pink,tapering,bulbous,silky,silky,gray,white,universal,white,one,pendant,black,solitary,urban
convex,scaly,yellow,no,none,notched,close,narrow,chocolate,tapering,equal,smooth,smooth,gray,red,universal,yellow,one,sheathing,black,scattered,woods
convex,grooves,green,bruises,none,descending,close,broad,brown,enlarging,cup,smooth,smooth,pink,pink,partial,white,two,flaring,black,numerous,leaves
flat,fibrous,gray,bruises,fishy,free,close,narrow,white,tapering,bulbous,silky,silky,white,gray,universal,white,other,pendant,chocolate,several,woods
conical,smooth,brown,no,pungent,notched,crowded,broad,pink,tapering,club,smooth,smooth,white,white,partial,white,one,pendant,white,clustered,urban
convex,fibrous,red,no,none,free,crowded,narrow,pink,tapering,bulbous,silky,smooth,buff,pink,universal,yellow,one,pendant,orange,several,leaves
sunken,smooth,white,no,creosote,descending,crowded,broad,black,enlarging,rooted,smooth,smooth,cinnamon,cinnamon,partial,white,one,flaring,brown,solitary,woods
bell,scaly,purple,bruises,fishy,free,close,narrow,orange,tapering,bulbous,smooth,smooth,gray,white,partial,white,other,pendant,chocolate,abundant,urban
convex,fibrous,gray,bruises,none,descending,close,broad,red,tapering,bulbous,smooth,smooth,red,gray,partial,orange,other,large,purple,scattered,leaves
convex,smooth,brown,no,almond,notched,close,narrow,white,tapering,bulbous,smooth,smooth,pink,brown,universal,yellow,other,pendant,black,solitary,grasses
conical,grooves,gray,bruises,anise,free,crowded,broad,brown,tapering,club,scaly,scaly,gray,buff,partial,white,one,flaring,brown,solitary,urban
flat,scaly,brown,no,foul,free,close,broad,gray,tapering,rhizomorphs,smooth,smooth,gray,pink,universal,white,one,pendant,green,several,leaves
convex,fibrous,white,bruises,anise,attached,close,broad,purple,enlarging,rhizomorphs,fibrous,smooth,white,pink,partial,white,one,cobwebby,brown,several,woods
convex,scaly,brown,bruises,none,free,crowded,broad,pink,enlarging,rhizomorphs,scaly,scaly,buff,gray,partial,white,one,large,brown,several,woods
flat,smooth,gray,bruises,pungent,attached,close,broad,chocolate,enlarging,equal,fibrous,smooth,brown,brown,partial,white,one,cobwebby,black,several,woods
convex,fibrous,purple,bruises,almond,free,close,narrow,orange,tapering,bulbous,silky,silky,brown,gray,universal,white,one,pendant,black,several,woods
flat,smooth,white,bruises,fishy,attached,close,broad,black,enlarging,equal,smooth,smooth,white,gray,partial,brown,one,evanescent,purple,scattered,grasses
flat,grooves,gray,bruises,none,descending,crowded,broad,chocolate,enlarging,equal,scaly,scaly,red,red,partial,orange,other,large,brown,scattered,grasses
convex,fibrous,red,bruises,pungent,free,crowded,broad,pink,tapering,bulbous,silky,smooth,white,white,universal,white,one,pendant,black,several,woods
flat,grooves,brown,bruises,none,descending,close,broad,white,tapering,bulbous,smooth,scaly,orange,orange,partial,white,one,large,black,several,woods
sunken,fibrous,gray,bruises,none,descending,close,broad,green,tapering,bulbous,smooth,scaly,cinnamon,gray,partial,white,two,flaring,black,several,woods
knobbed,scaly,white,no,foul,free,close,narrow,brown,tapering,bulbous,silky,smooth,pink,orange,partial,white,one,none,black,several,waste
flat,smooth,brown,no,none,free,distant,broad,purple,tapering,rooted,smooth,smooth,white,yellow,partial,yellow,two,pendant,black,solitary,leaves
flat,grooves,brown,bruises,none,descending,close,broad,chocolate,enlarging,equal,smooth,scaly,pink,red,partial,orange,other,large,purple,several,leaves
convex,fibrous,gray,no,none,free,close,broad,red,enlarging,equal,fibrous,fibrous,red,red,partial,brown,one,evanescent,purple,solitary,urban
flat,fibrous,yellow,bruises,none,attached,close,broad,chocolate,enlarging,equal,smooth,fibrous,gray,gray,partial,brown,other,cobwebby,purple,scattered,woods
bell,scaly,brown,no,none,free,crowded,broad,chocolate,tapering,bulbous,silky,silky,white,red,universal,white,one,none,purple,abundant,grasses
convex,fibrous,pink,bruises,pungent,attached,close,broad,brown,enlarging,club,fibrous,fibrous,white,white,partial,white,one,pendant,brown,several,grasses
conical,scaly,gray,bruises,none,descending,distant,broad,pink,tapering,rooted,smooth,scaly,yellow,pink,partial,orange,two,flaring,brown,solitary,woods
conical,fibrous,red,bruises,none,free,close,broad,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,white,several,waste
convex,fibrous,brown,bruises,anise,attached,crowded,broad,pink,enlarging,bulbous,smooth,smooth,buff,buff,partial,white,one,cobwebby,brown,several,paths
flat,scaly,yellow,no,none,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,pink,gray,partial,white,other,sheathing,black,scattered,urban
knobbed,scaly,gray,no,none,free,crowded,narrow,gray,tapering,bulbous,silky,silky,pink,buff,partial,white,one,none,brown,several,woods
convex,smooth,white,bruises,creosote,free,close,broad,buff,tapering,cup,smooth,smooth,pink,cinnamon,universal,white,one,pendant,buff,several,woods
sunken,smooth,pink,no,none,free,distant,narrow,purple,tapering,rooted,smooth,smooth,yellow,yellow,partial,yellow,one,zone,black,solitary,paths
sunken,fibrous,gray,bruises,creosote,descending,distant,broad,green,enlarging,bulbous,scaly,smooth,cinnamon,cinnamon,partial,orange,two,large,black,solitary,urban
bell,fibrous,gray,bruises,almond,attached,close,broad,orange,tapering,bulbous,smooth,fibrous,gray,brown,partial,white,other,pendant,black,solitary,woods
convex,scaly,red,bruises,none,free,crowded,narrow,white,tapering,rhizomorphs,smooth,smooth,buff,buff,universal,white,one,pendant,brown,several,waste
convex,smooth,red,bruises,none,notched,crowded,broad,brown,tapering,club,smooth,smooth,white,orange,universal,white,one,sheathing,black,solitary,woods
conical,smooth,white,bruises,pungent,attached,crowded,narrow,brown,enlarging,equal,fibrous,smooth,orange,white,partial,white,one,evanescent,black,abundant,urban
convex,grooves,white,bruises,creosote,descending,close,broad,purple,enlarging,cup,smooth,scaly,cinnamon,white,partial,white,two,large,black,several,woods
convex,grooves,cinnamon,bruises,anise,descending,close,broad,white,tapering,bulbous,scaly,smooth,buff,pink,partial,white,one,large,brown,several,paths
flat,scaly,red,bruises,none,attached,close,broad,white,enlarging,cup,fibrous,smooth,yellow,yellow,partial,brown,one,cobwebby,yellow,numerous,woods
flat,scaly,gray,no,none,free,distant,broad,pink,tapering,cup,smooth,smooth,cinnamon,cinnamon,partial,white,two,none,black,several,urban
convex,scaly,gray,bruises,none,free,close,broad,yellow,tapering,rooted,scaly,scaly,white,cinnamon,partial,orange,two,flaring,buff,several,woods
convex,scaly,buff,bruises,none,descending,crowded,broad,white,tapering,bulbous,scaly,smooth,orange,orange,partial,white,one,large,brown,clustered,paths
conical,fibrous,yellow,no,none,free,crowded,broad,white,tapering,club,smooth,smooth,white,white,universal,yellow,one,pendant,brown,solitary,woods
convex,scaly,red,no,none,free,close,narrow,white,tapering,cup,silky,smooth,cinnamon,white,partial,white,two,pendant,buff,numerous,waste
flat,fibrous,yellow,bruises,almond,descending,close,broad,brown,tapering,bulbous,scaly,smooth,brown,brown,partial,orange,other,pendant,brown,scattered,woods
convex,scaly,gray,no,none,free,close,broad,white,tapering,rhizomorphs,silky,smooth,white,white,partial,white,one,pendant,white,several,meadows
flat,fibrous,brown,bruises,spicy,attached,distant,broad,pink,enlarging,cup,fibrous,smooth,white,yellow,partial,white,two,pendant,yellow,several,grasses
flat,scaly,red,bruises,almond,free,close,broad,pink,tapering,equal,smooth,smooth,brown,brown,partial,brown,other,cobwebby,brown,scattered,woods
convex,scaly,gray,bruises,spicy,free,close,broad,purple,tapering,bulbous,silky,smooth,pink,white,universal,white,one,none,white,several,woods
convex,fibrous,gray,bruises,spicy,descending,distant,broad,green,enlarging,bulbous,scaly,smooth,yellow,yellow,partial,white,two,pendant,yellow,several,waste
convex,scaly,pink,no,foul,notched,crowded,narrow,brown,tapering,club,smooth,smooth,pink,orange,partial,yellow,one,sheathing,green,solitary,woods
flat,fibrous,purple,bruises,none,free,close,narrow,buff,tapering,bulbous,silky,silky,cinnamon,cinnamon,partial,white,one,pendant,buff,numerous,woods
sunken,scaly,brown,bruises,musty,free,close,broad,yellow,enlarging,rooted,scaly,scaly,pink,pink,partial,white,one,large,orange,solitary,urban
knobbed,smooth,brown,bruises,anise,free,crowded,broad,pink,tapering,bulbous,smooth,smooth,buff,buff,partial,white,one,sheathing,black,solitary,woods
flat,grooves,brown,bruises,none,descending,close,broad,red,tapering,bulbous,smooth,scaly,pink,gray,partial,white,one,pendant,chocolate,scattered,waste
bell,grooves,brown,bruises,none,free,close,broad,black,tapering,bulbous,smooth,smooth,red,gray,partial,orange,other,pendant,purple,abundant,waste
sunken,grooves,brown,bruises,creosote,free,distant,broad,yellow,tapering,rooted,smooth,smooth,cinnamon,cinnamon,partial,white,one,flaring,brown,several,woods
convex,smooth,white,bruises,pungent,notched,close,broad,pink,tapering,rhizomorphs,smooth,smooth,white,pink,universal,white,one,sheathing,white,several,paths
knobbed,fibrous,gray,no,foul,free,close,broad,gray,tapering,rhizomorphs,silky,silky,pink,orange,universal,white,one,none,brown,several,woods
sunken,fibrous,yellow,bruises,musty,free,close,broad,purple,enlarging,bulbous,smooth,silky,cinnamon,cinnamon,universal,white,one,pendant,brown,solitary,urban
convex,grooves,brown,bruises,none,free,close,broad,pink,tapering,cup,scaly,scaly,yellow,gray,partial,orange,one,flaring,brown,several,woods
flat,grooves,pink,no,none,descending,close,narrow,gray,enlarging,bulbous,scaly,smooth,red,white,partial,white,other,flaring,purple,scattered,leaves
convex,fibrous,red,bruises,none,free,distant,broad,green,tapering,bulbous,smooth,fibrous,pink,pink,partial,white,one,pendant,brown,solitary,woods
flat,fibrous,brown,no,none,free,close,broad,chocolate,tapering,equal,silky,silky,pink,gray,universal,white,one,pendant,purple,scattered,woods
flat,fibrous,brown,bruises,none,attached,close,broad,red,enlarging,bulbous,fibrous,smooth,pink,gray,partial,white,other,cobwebby,black,solitary,woods
flat,fibrous,gray,bruises,none,attached,close,broad,chocolate,tapering,bulbous,smooth,smooth,pink,brown,partial,brown,other,cobwebby,black,scattered,woods
knobbed,grooves,brown,bruises,none,free,crowded,broad,brown,enlarging,rhizomorphs,scaly,scaly,white,gray,partial,white,one,pendant,black,several,woods
conical,fibrous,gray,bruises,anise,descending,crowded,broad,white,tapering,bulbous,scaly,smooth,white,buff,partial,white,one,pendant,brown,solitary,woods
knobbed,smooth,purple,bruises,none,free,close,narrow,brown,tapering,rhizomorphs,smooth,smooth,white,white,universal,white,one,sheathing,white,solitary,woods
convex,fibrous,gray,bruises,none,free,close,broad,purple,tapering,cup,fibrous,fibrous,pink,white,partial,white,two,evanescent,black,several,grasses
convex,grooves,gray,bruises,none,descending,close,broad,purple,enlarging,bulbous,smooth,smooth,pink,gray,partial,orange,one,flaring,brown,solitary,waste
flat,scaly,gray,bruises,spicy,free,distant,broad,yellow,tapering,rooted,smooth,silky,white,gray,partial,white,one,pendant,brown,solitary,waste
bell,fibrous,red,bruises,none,free,close,broad,purple,enlarging,bulbous,fibrous,fibrous,red,gray,partial,brown,other,cobwebby,brown,abundant,paths
flat,scaly,brown,no,fishy,free,close,narrow,red,tapering,equal,smooth,smooth,pink,gray,universal,yellow,other,sheathing,black,scattered,grasses
conical,scaly,yellow,no,none,notched,crowded,narrow,pink,tapering,bulbous,smooth,smooth,gray,white,partial,yellow,one,pendant,white,several,grasses
convex,scaly,gray,no,almond,free,close,narrow,chocolate,tapering,equal,smooth,smooth,white,white,universal,yellow,one,pendant,brown,scattered,woods
flat,smooth,gray,bruises,none,notched,close,broad,white,tapering,equal,smooth,smooth,pink,pink,universal,yellow,one,sheathing,purple,scattered,meadows
convex,scaly,green,bruises,none,free,close,broad,black,tapering,bulbous,silky,smooth,red,white,partial,white,other,none,black,abundant,meadows
knobbed,smooth,gray,no,anise,notched,crowded,broad,chocolate,enlarging,bulbous,smooth,silky,buff,buff,partial,white,one,large,chocolate,solitary,grasses
convex,grooves,brown,bruises,creosote,free,close,broad,buff,enlarging,bulbous,scaly,scaly,cinnamon,pink,partial,orange,two,large,buff,numerous,urban
conical,grooves,yellow,bruises,foul,descending,crowded,broad,brown,enlarging,bulbous,smooth,smooth,gray,pink,partial,orange,one,large,green,solitary,woods
convex,fibrous,red,bruises,none,free,distant,broad,green,tapering,rooted,fibrous,fibrous,pink,gray,partial,brown,two,cobwebby,black,solitary,urban
flat,grooves,white,bruises,fishy,descending,close,broad,pink,tapering,bulbous,smooth,scaly,gray,white,partial,white,one,pendant,chocolate,abundant,woods
flat,scaly,red,no,pungent,free,close,narrow,pink,tapering,club,smooth,silky,white,white,universal,white,one,pendant,black,clustered,woods
flat,scaly,gray,bruises,none,free,close,broad,red,tapering,equal,smooth,smooth,white,white,universal,white,other,pendant,black,scattered,leaves
conical,fibrous,yellow,bruises,none,free,close,broad,pink,enlarging,club,scaly,scaly,orange,white,partial,orange,one,large,green,clustered,paths
convex,scaly,gray,bruises,none,descending,distant,broad,purple,tapering,bulbous,scaly,smooth,cinnamon,cinnamon,partial,orange,one,pendant,buff,solitary,woods
convex,fibrous,pink,no,foul,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,universal,yellow,one,evanescent,brown,clustered,grasses
bell,scaly,cinnamon,bruises,none,descending,close,broad,brown,enlarging,bulbous,scaly,smooth,brown,white,partial,white,other,large,black,solitary,woods
flat,fibrous,red,bruises,none,attached,close,broad,pink,tapering,bulbous,smooth,fibrous,gray,gray,partial,brown,other,evanescent,black,scattered,grasses
convex,scaly,brown,bruises,none,free,close,narrow,purple,tapering,bulbous,smooth,smooth,cinnamon,cinnamon,partial,white,two,pendant,yellow,several,urban
sunken,scaly,yellow,bruises,none,free,close,broad,yellow,enlarging,rooted,smooth,smooth,yellow,yellow,partial,orange,one,pendant,yellow,solitary,meadows
knobbed,fibrous,white,bruises,none,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,buff,buff,partial,white,one,pendant,brown,several,meadows
convex,grooves,green,bruises,none,descending,close,broad,white,enlarging,bulbous,smooth,scaly,orange,orange,partial,orange,one,flaring,black,several,urban
convex,fibrous,purple,bruises,none,free,close,broad,black,tapering,bulbous,fibrous,fibrous,gray,gray,partial,white,other,cobwebby,brown,several,paths
convex,scaly,brown,no,almond,free,close,narrow,chocolate,tapering,equal,silky,silky,brown,pink,partial,white,other,pendant,black,several,woods
flat,grooves,green,bruises,fishy,free,close,broad,black,enlarging,bulbous,smooth,scaly,gray,gray,partial,white,one,pendant,black,abundant,woods
convex,scaly,white,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,brown,partial,yellow,other,sheathing,black,abundant,woods
convex,smooth,gray,no,none,free,close,narrow,purple,tapering,cup,smooth,smooth,yellow,yellow,universal,yellow,one,pendant,yellow,numerous,woods
flat,smooth,green,no,none,free,crowded,broad,purple,tapering,rhizomorphs,smooth,smooth,white,white,universal,yellow,one,zone,white,solitary,woods
convex,grooves,gray,bruises,creosote,descending,close,broad,pink,tapering,rooted,smooth,scaly,gray,gray,partial,white,one,large,buff,several,grasses
flat,fibrous,white,bruises,spicy,notched,distant,broad,purple,tapering,bulbous,smooth,smooth,yellow,pink,partial,brown,two,cobwebby,yellow,several,woods
convex,smooth,red,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,orange,orange,universal,yellow,one,pendant,black,several,woods
conical,grooves,gray,bruises,none,descending,crowded,broad,brown,tapering,club,scaly,scaly,pink,orange,partial,orange,one,large,green,solitary,woods
convex,smooth,gray,no,none,free,close,broad,black,tapering,bulbous,smooth,smooth,gray,pink,partial,white,other,sheathing,black,several,woods
flat,fibrous,gray,bruises,fishy,free,close,broad,black,enlarging,bulbous,fibrous,smooth,white,gray,partial,brown,one,evanescent,chocolate,abundant,woods
convex,fibrous,gray,bruises,none,attached,close,broad,pink,tapering,bulbous,smooth,fibrous,white,brown,partial,brown,one,evanescent,brown,abundant,grasses
convex,fibrous,brown,bruises,musty,free,close,broad,purple,tapering,cup,fibrous,smooth,gray,pink,partial,white,two,cobwebby,orange,several,woods
knobbed,scaly,gray,no,none,free,close,narrow,white,tapering,bulbous,smooth,smooth,white,white,universal,white,one,pendant,brown,several,woods
conical,scaly,gray,bruises,none,free,close,broad,pink,tapering,club,smooth,silky,white,pink,partial,white,one,none,green,clustered,woods
convex,smooth,red,no,creosote,notched,distant,narrow,buff,tapering,cup,smooth,smooth,white,pink,universal,yellow,two,pendant,buff,numerous,grasses
flat,scaly,brown,bruises,none,descending,close,broad,white,tapering,bulbous,scaly,scaly,red,gray,partial,orange,other,flaring,purple,several,woods
convex,grooves,pink,bruises,none,descending,distant,broad,purple,tapering,bulbous,scaly,scaly,white,white,partial,brown,one,cobwebby,black,solitary,woods
flat,scaly,cinnamon,bruises,pungent,free,close,narrow,black,enlarging,bulbous,silky,smooth,brown,white,partial,white,one,pendant,black,abundant,urban
convex,smooth,purple,no,spicy,descending,distant,broad,brown,tapering,equal,scaly,scaly,white,yellow,partial,white,one,large,yellow,scattered,woods
